age,educ,competition,lrscale,country,sex,secular,emancipative
43,7,3,5,392. Japan,2. Female,.303889,.606079
41,8,4,7,392. Japan,1. Male,.303611,.498889
24,University level,3,4,392. Japan,2. Female,.540404,.815175
31,7,2,4,392. Japan,2. Female,.525556,.611482
34,University level,4,5,392. Japan,2. Female,.404873,.770338
46,7,8,5,392. Japan,2. Female,.469167,.172889
40,7,8,3,392. Japan,1. Male,.803889,.5498150000000001
72,3,5,8,392. Japan,1. Male,.705297,.374713
80,3,5,5,392. Japan,2. Female,.331111,.361917
56,University level,4,4,392. Japan,1. Male,.447458,.574722
71,5,competition is good,right,392. Japan,2. Female,.2625,.275435
29,4,2,5,392. Japan,1. Male,.443889,.48475
66,3,3,7,392. Japan,1. Male,.373333,.399908
58,5,3,3,392. Japan,1. Male,.373333,.426751
57,University level,4,6,392. Japan,1. Male,.359444,.457222
59,7,competition is good,right,392. Japan,2. Female,.408222,.322287
69,3,4,7,392. Japan,2. Female,.392458,.259259
67,3,competition is good,9,392. Japan,1. Male,.545551,.3571
22,6,5,7,392. Japan,2. Female,.397228,.449283
71,7,3,7,392. Japan,1. Male,.359444,.516991
42,7,4,6,392. Japan,2. Female,.457892,.606079
29,7,2,4,392. Japan,2. Female,.468082,.570232
39,7,3,6,392. Japan,2. Female,.48769,.692466
70,7,competition is harmful,6,392. Japan,1. Male,.319167,.44724
64,7,3,7,392. Japan,2. Female,.359444,.562082
75,7,competition is good,right,392. Japan,2. Female,.221945,.450316
55,University level,8,5,392. Japan,1. Male,.6230560000000001,.577759
70,University level,4,5,392. Japan,1. Male,.650833,.607685
29,University level,2,6,392. Japan,1. Male,.567778,.419789
27,University level,2,6,392. Japan,1. Male,.491107,.433279
59,University level,competition is harmful,7,392. Japan,1. Male,.404583,.452454
68,7,3,5,392. Japan,1. Male,.318097,.248148
39,5,3,2,392. Japan,1. Male,.442222,.36294
41,6,3,5,392. Japan,1. Male,.302083,.484445
67,University level,4,5,392. Japan,1. Male,.470278,.595278
74,6,5,5,392. Japan,2. Female,.54,.336991
64,8,4,6,392. Japan,1. Male,.309718,.261444
70,3,3,8,392. Japan,2. Female,.428333,.289868
28,5,competition is good,3,392. Japan,1. Male,.308207,.724894
68,7,5,9,392. Japan,2. Female,.438083,.511707
39,7,competition is harmful,9,392. Japan,1. Male,.275556,.719055
48,7,2,3,392. Japan,2. Female,.358611,.748611
54,University level,4,5,392. Japan,1. Male,.386944,.665278
51,8,3,6,392. Japan,1. Male,.475207,.438426
23,University level,4,5,392. Japan,2. Female,.346833,.631574
44,University level,3,4,392. Japan,1. Male,.77013,.422778
51,University level,6,6,392. Japan,2. Female,.337773,.357259
42,5,5,9,392. Japan,1. Male,.262778,.668079
60,7,5,5,392. Japan,1. Male,.456667,.538449
49,7,5,4,392. Japan,2. Female,.38063,.60847
25,7,6,5,392. Japan,1. Male,.404583,.723907
60,University level,3,4,392. Japan,1. Male,.374445,.331945
62,7,5,right,392. Japan,1. Male,.525556,.230926
59,University level,competition is good,4,392. Japan,1. Male,.525556,.624046
36,5,4,4,392. Japan,2. Female,.433644,.551602
29,University level,2,3,392. Japan,2. Female,.498889,.739908
38,University level,2,4,392. Japan,1. Male,.497778,.818889
60,7,3,5,392. Japan,1. Male,.462773,.406597
58,7,4,6,392. Japan,1. Male,.469722,.642269
54,7,3,4,392. Japan,2. Female,.456667,.392922
70,7,5,5,392. Japan,2. Female,.48037,.522037
75,7,5,4,392. Japan,1. Male,.462083,.449005
76,7,competition is good,right,392. Japan,2. Female,.552333,.197381
63,7,5,8,392. Japan,1. Male,.449162,.341111
69,7,3,5,392. Japan,2. Female,.473355,.457825
22,7,2,5,392. Japan,2. Female,.275833,.434352
78,University level,4,7,392. Japan,1. Male,.237833,.420046
70,3,5,3,392. Japan,2. Female,.165556,.092593
35,5,8,2,392. Japan,2. Female,.400833,.679584
73,6,4,4,392. Japan,1. Male,.261667,.499444
58,7,3,6,392. Japan,1. Male,.401667,.618982
77,3,competition is good,9,392. Japan,1. Male,.54,.374444
25,5,5,5,392. Japan,1. Male,.396167,.286047
68,7,5,5,392. Japan,2. Female,.434583,.340222
34,5,5,5,392. Japan,2. Female,.469445,.461019
28,7,4,5,392. Japan,1. Male,.35,.415889
60,University level,2,5,392. Japan,1. Male,.373333,.374444
70,3,4,5,392. Japan,1. Male,.351833,.332229
59,7,3,8,392. Japan,1. Male,.608889,.422139
75,3,competition is harmful,right,392. Japan,2. Female,.488338,.515093
23,University level,4,4,392. Japan,1. Male,.804167,.447963
62,7,3,2,392. Japan,1. Male,.2625,.411416
67,7,4,5,392. Japan,1. Male,.526934,.459953
59,5,competition is good,7,392. Japan,2. Female,.331944,.672084
45,7,5,4,392. Japan,1. Male,.573051,.632315
67,7,competition is good,6,392. Japan,1. Male,.456667,.295741
43,7,3,5,392. Japan,1. Male,.429167,.423711
54,7,3,9,392. Japan,2. Female,.318334,.512778
51,6,4,7,392. Japan,1. Male,.470556,.5997400000000001
59,7,3,6,392. Japan,1. Male,.474417,.6075469999999999
30,6,6,3,392. Japan,2. Female,.539444,.860695
67,University level,2,6,392. Japan,1. Male,.304167,.647663
40,7,3,5,392. Japan,2. Female,.504601,.774294
46,7,3,4,392. Japan,2. Female,.404873,.595278
61,7,4,5,392. Japan,1. Male,.331944,.301991
52,7,competition is harmful,7,392. Japan,2. Female,.429889,.508305
38,7,6,6,392. Japan,2. Female,.415,.429028
27,7,competition is good,left,392. Japan,1. Male,.177167,.444209
74,3,4,6,392. Japan,1. Male,.535978,.277222
60,3,5,5,392. Japan,1. Male,.6225000000000001,.329139
77,7,competition is good,4,392. Japan,2. Female,.152222,.579188
57,3,competition is harmful,7,392. Japan,2. Female,.429167,.4165
34,7,competition is good,left,392. Japan,2. Female,.443333,.45125
46,University level,3,5,392. Japan,1. Male,.54,.546329
49,University level,8,7,392. Japan,1. Male,.678333,.646101
68,7,5,4,392. Japan,2. Female,.484167,.734107
49,4,3,6,392. Japan,1. Male,.420551,.48037
55,7,3,8,392. Japan,1. Male,.373611,.480232
66,3,3,3,392. Japan,1. Male,.373611,.6399319999999999
54,University level,3,3,392. Japan,1. Male,.456667,.401945
46,7,3,5,392. Japan,2. Female,.428333,.438153
46,7,7,7,392. Japan,2. Female,.733333,.611482
77,7,5,4,392. Japan,2. Female,.203704,.284445
20,5,5,6,392. Japan,2. Female,.398638,.455533
69,7,4,4,392. Japan,2. Female,.276111,.641852
33,University level,3,5,392. Japan,1. Male,.405499,.40675
40,6,4,5,392. Japan,2. Female,.498056,.483311
35,6,3,5,392. Japan,1. Male,.431917,.600324
29,University level,3,5,392. Japan,1. Male,.43444,.705107
21,4,5,left,392. Japan,1. Male,.666,.629449
53,University level,5,7,392. Japan,1. Male,.40694,.476096
60,7,competition is good,3,392. Japan,2. Female,.4878,.262091
68,7,5,7,392. Japan,1. Male,.2625,.585634
29,University level,competition is good,left,392. Japan,2. Female,.36,.776944
69,3,6,4,392. Japan,1. Male,.431667,.507697
73,5,3,9,392. Japan,1. Male,.286929,.381917
39,7,5,5,392. Japan,2. Female,.395498,.487676
67,5,competition is harmful,6,392. Japan,2. Female,.304167,.417426
57,7,5,6,392. Japan,1. Male,.49263,.285745
34,University level,4,4,392. Japan,1. Male,.387222,.74951
77,3,3,7,392. Japan,1. Male,.220834,.371408
34,University level,3,9,392. Japan,1. Male,.581667,.741935
55,University level,5,8,392. Japan,1. Male,.263333,.378102
46,University level,2,6,392. Japan,2. Female,.410583,.481482
50,7,5,5,392. Japan,2. Female,.50444,.287394
54,University level,5,8,392. Japan,1. Male,.447458,.413222
65,7,5,6,392. Japan,2. Female,.43444,.374412
33,University level,2,5,392. Japan,1. Male,.562948,.7455000000000001
58,7,5,5,392. Japan,2. Female,.474755,.59948
53,University level,3,8,392. Japan,1. Male,.4575,.59338
49,7,3,5,392. Japan,2. Female,.248889,.394444
46,7,3,7,392. Japan,2. Female,.400833,.578083
66,University level,2,7,392. Japan,1. Male,.359444,.262196
55,University level,4,3,392. Japan,2. Female,.484166,.743843
67,5,3,7,392. Japan,2. Female,.2625,.446274
37,University level,4,3,392. Japan,1. Male,.733611,.660203
50,8,3,8,392. Japan,1. Male,.207222,.562428
55,7,3,6,392. Japan,1. Male,.422998,.545324
62,7,competition is good,right,392. Japan,2. Female,.306806,.5885
39,University level,3,5,392. Japan,2. Female,.7469440000000001,.6742590000000001
21,University level,5,5,392. Japan,1. Male,.388374,.741667
20,7,3,4,392. Japan,2. Female,.346111,.587639
27,5,5,5,392. Japan,2. Female,.703125,.604575
21,7,5,5,392. Japan,1. Male,.438083,.3464
58,7,5,4,392. Japan,1. Male,.498148,.211574
74,University level,competition is good,5,392. Japan,1. Male,.373333,.401528
62,7,5,9,392. Japan,1. Male,.3175,.34025
57,3,5,7,392. Japan,1. Male,.46,.395301
52,7,competition is good,6,392. Japan,1. Male,.373333,.732885
29,7,2,5,392. Japan,2. Female,.459583,.66343
36,University level,3,7,392. Japan,1. Male,.46513,.580046
65,7,competition is harmful,9,392. Japan,2. Female,.303333,.383009
22,7,3,5,392. Japan,1. Male,.359722,.321699
21,7,3,5,392. Japan,1. Male,.645258,.597556
36,University level,4,5,392. Japan,2. Female,.456389,.624088
67,5,3,6,392. Japan,2. Female,.484166,.449861
36,University level,3,3,392. Japan,2. Female,.295555,.79125
61,7,competition is harmful,4,392. Japan,2. Female,.290278,.455533
31,7,4,6,392. Japan,2. Female,.62661,.594811
28,5,3,6,392. Japan,1. Male,.432083,.601783
69,3,5,5,392. Japan,1. Male,.636389,.400833
43,University level,2,5,392. Japan,1. Male,.482478,.490104
61,7,3,8,392. Japan,1. Male,.345556,.383287
41,7,3,4,392. Japan,2. Female,.678333,.60463
40,7,3,3,392. Japan,1. Male,.456111,.5635520000000001
43,5,3,4,392. Japan,1. Male,.582222,.543426
27,6,3,8,392. Japan,1. Male,.728741,.722778
32,7,6,8,392. Japan,2. Female,.428889,.685454
40,7,3,5,392. Japan,1. Male,.580833,.470695
46,University level,3,8,392. Japan,1. Male,.595278,.466759
47,University level,3,6,392. Japan,1. Male,.531662,.33095
56,7,4,7,392. Japan,2. Female,.334737,.50338
52,7,5,right,392. Japan,2. Female,.418472,.330949
64,3,2,7,392. Japan,2. Female,.29,.3123
26,5,6,6,392. Japan,2. Female,.456208,.6074079999999999
57,7,5,6,392. Japan,1. Male,.372778,.348426
75,7,4,7,392. Japan,2. Female,.334861,.537862
39,7,3,6,392. Japan,1. Male,.456833,.735278
27,7,competition is good,5,392. Japan,2. Female,.471389,.744537
39,5,3,4,392. Japan,2. Female,.500972,.522981
55,7,5,5,392. Japan,2. Female,.319565,.664283
52,University level,3,5,392. Japan,1. Male,.395447,.421778
59,7,2,3,392. Japan,1. Male,.455833,.510629
60,University level,competition is harmful,3,392. Japan,2. Female,.400833,.496783
59,7,4,3,392. Japan,2. Female,.388056,.487676
28,7,4,4,392. Japan,2. Female,.547908,.650833
52,7,4,5,392. Japan,2. Female,.331111,.491708
40,7,4,5,392. Japan,2. Female,.475829,.447963
29,6,5,5,392. Japan,1. Male,.510915,.655463
70,7,competition is good,6,392. Japan,1. Male,.335139,.290694
55,7,3,5,392. Japan,2. Female,.497222,.7460830000000001
66,7,competition is good,5,392. Japan,1. Male,.414722,.44524
60,University level,5,9,392. Japan,1. Male,.2625,.463079
28,University level,5,5,392. Japan,2. Female,.636667,.513472
44,7,competition is good,4,392. Japan,1. Male,.520408,.503224
59,7,competition is harmful,8,392. Japan,1. Male,.355222,.405501
53,University level,competition is harmful,5,392. Japan,1. Male,.166333,.3021
23,6,5,5,392. Japan,1. Male,.5994159999999999,.576908
50,5,5,5,392. Japan,2. Female,.47138,.82969
64,3,2,5,392. Japan,1. Male,.373333,.374444
73,7,5,5,392. Japan,1. Male,.428333,.517408
60,University level,3,7,392. Japan,1. Male,.40694,.452592
74,7,5,2,392. Japan,1. Male,.345833,.448583
51,7,2,5,392. Japan,2. Female,.360769,.515687
56,7,4,4,392. Japan,2. Female,.251528,.583707
61,3,2,8,392. Japan,2. Female,.511462,.616389
62,3,competition is good,right,392. Japan,1. Male,.54,.483968
70,7,4,5,392. Japan,2. Female,.314444,.083333
43,7,6,8,392. Japan,1. Male,.414722,.535798
56,3,6,6,392. Japan,2. Female,.720556,.332361
45,7,5,8,392. Japan,1. Male,.5525,.508912
38,5,2,8,392. Japan,1. Male,.526111,.526528
65,7,4,5,392. Japan,1. Male,.303611,.473107
50,7,7,5,392. Japan,2. Female,.673189,.519694
59,7,3,7,392. Japan,1. Male,.581944,.318889
62,7,2,5,392. Japan,1. Male,.580556,.317778
74,3,competition is good,5,392. Japan,1. Male,.345833,.275435
54,5,7,5,392. Japan,2. Female,.4975,.744259
53,7,3,5,392. Japan,2. Female,.664444,.517922
46,University level,6,3,392. Japan,1. Male,.497778,.293148
37,University level,5,9,392. Japan,2. Female,.507352,.49275
26,7,2,3,392. Japan,1. Male,.543523,.727778
32,5,3,6,392. Japan,2. Female,.404873,.402083
40,7,5,4,392. Japan,2. Female,.608333,.633843
59,3,4,5,392. Japan,1. Male,.3175,.38287
75,6,8,5,392. Japan,1. Male,.363207,.497344
62,3,competition is good,8,392. Japan,1. Male,.313704,.525834
60,5,5,6,392. Japan,2. Female,.400833,.487176
63,7,7,8,392. Japan,2. Female,.6225000000000001,.255908
57,3,7,5,392. Japan,2. Female,.373056,.346528
38,7,competition is good,7,392. Japan,2. Female,.431287,.570766
21,7,4,6,392. Japan,1. Male,.5675,.467246
47,5,4,5,392. Japan,1. Male,.581667,.6375
64,8,5,6,392. Japan,1. Male,.165833,.681
69,7,8,6,392. Japan,2. Female,.290556,.424167
23,5,3,4,392. Japan,1. Male,.66013,.548125
42,University level,3,5,392. Japan,2. Female,.665,.929167
76,7,3,4,392. Japan,1. Male,.1525,.438982
79,University level,competition is good,9,392. Japan,2. Female,.116833,.467315
31,7,8,5,392. Japan,2. Female,.483889,.60832
68,7,5,3,392. Japan,1. Male,.447255,.463079
63,University level,2,6,392. Japan,1. Male,.345833,.639259
64,University level,competition is good,5,392. Japan,2. Female,.29,.520667
76,3,3,6,392. Japan,1. Male,.40694,.411968
35,University level,6,7,392. Japan,1. Male,.80419,.512816
61,University level,2,6,392. Japan,1. Male,.334731,.395301
59,5,competition is harmful,6,392. Japan,2. Female,.507253,.5669999999999999
66,7,4,4,392. Japan,1. Male,.443056,.299954
69,7,2,5,392. Japan,1. Male,.476662,.571283
62,University level,2,8,392. Japan,1. Male,.664722,.496019
29,3,competition is good,right,392. Japan,1. Male,.328083,.613965
43,7,3,6,392. Japan,2. Female,.428611,.67816
40,University level,4,6,392. Japan,1. Male,.690534,.513656
74,7,5,8,392. Japan,2. Female,.456111,.393297
64,7,4,6,392. Japan,2. Female,.387778,.615977
47,8,5,6,392. Japan,2. Female,.527614,.616405
74,University level,4,6,392. Japan,1. Male,.4425,.331806
46,University level,3,6,392. Japan,1. Male,.29,.452176
31,7,4,5,392. Japan,2. Female,.566208,.5870610000000001
59,University level,competition is harmful,left,392. Japan,1. Male,.678611,.753351
57,7,5,3,392. Japan,2. Female,.483611,.744537
71,7,competition is good,4,392. Japan,2. Female,.221111,.341482
39,5,3,5,392. Japan,1. Male,.428333,.533556
70,7,8,7,392. Japan,1. Male,.437833,.388056
20,7,4,5,392. Japan,1. Male,.454083,.576311
71,7,4,4,392. Japan,1. Male,.517218,.63463
78,6,5,8,392. Japan,1. Male,.400556,.217176
72,6,3,6,392. Japan,2. Female,.364996,.533727
32,3,3,5,392. Japan,2. Female,.2075,.733716
67,3,competition is harmful,right,392. Japan,2. Female,.429166,.133843
71,3,5,8,392. Japan,1. Male,.367998,.249445
24,5,3,6,392. Japan,2. Female,.538783,.6051840000000001
37,7,5,right,392. Japan,2. Female,.429167,.5125
74,7,4,9,392. Japan,1. Male,.470278,.429028
52,7,3,5,392. Japan,1. Male,.373611,.551745
70,3,4,9,392. Japan,1. Male,.331944,.452464
62,7,competition is harmful,6,392. Japan,2. Female,.235278,.553611
32,7,8,3,392. Japan,1. Male,.415556,.6303609999999999
31,8,competition is good,5,392. Japan,1. Male,.436193,.342592
63,7,8,5,392. Japan,1. Male,.38348,.420394
31,University level,3,5,392. Japan,1. Male,.553889,.485
47,7,5,6,392. Japan,1. Male,.526389,.441886
28,University level,6,4,392. Japan,2. Female,.5125,.39787
38,7,5,5,392. Japan,2. Female,.5241980000000001,.525861
62,6,5,6,392. Japan,2. Female,.484167,.450139
43,7,6,6,392. Japan,2. Female,.557084,.674
52,University level,3,7,392. Japan,1. Male,.447458,.554723
47,7,3,8,392. Japan,1. Male,.456667,.40125
36,6,3,3,392. Japan,2. Female,.498056,.624734
43,5,4,5,392. Japan,2. Female,.377373,.5690190000000001
59,7,competition is harmful,6,392. Japan,1. Male,.46019,.458333
73,7,3,5,392. Japan,2. Female,.303611,.450487
31,University level,3,4,392. Japan,1. Male,.193333,.646481
45,7,6,6,392. Japan,2. Female,.415,.460579
73,3,5,7,392. Japan,2. Female,.392917,.175583
34,University level,2,3,392. Japan,1. Male,.465583,.452427
69,7,competition is good,right,392. Japan,2. Female,.165833,.18463
63,7,5,8,392. Japan,1. Male,.218833,.386833
65,3,3,7,392. Japan,2. Female,.276944,.433935
39,7,competition is good,8,392. Japan,2. Female,.424019,.583264
31,5,5,5,392. Japan,2. Female,.580556,.623245
45,7,4,8,392. Japan,1. Male,.498056,.395924
67,3,competition is good,right,392. Japan,1. Male,.265833,.50237
36,University level,3,6,392. Japan,2. Female,.429167,.646621
73,7,3,9,392. Japan,1. Male,.30625,.388795
63,7,5,6,392. Japan,2. Female,.345589,.363967
67,7,8,8,392. Japan,1. Male,.303333,.510269
67,7,competition is good,8,392. Japan,2. Female,.400833,.463623
73,7,5,right,392. Japan,2. Female,.387222,.411686
37,University level,4,3,392. Japan,1. Male,.54,.739491
59,7,5,6,392. Japan,2. Female,.525556,.350779
53,7,3,7,392. Japan,2. Female,.469722,.447963
44,5,3,5,392. Japan,1. Male,.7886300000000001,.448102
49,7,4,4,392. Japan,1. Male,.359722,.525834
36,7,3,4,392. Japan,2. Female,.336422,.530857
64,7,2,2,392. Japan,1. Male,.62875,.5500930000000001
58,7,3,7,392. Japan,1. Male,.456667,.438287
31,University level,4,5,392. Japan,1. Male,.5241980000000001,.706389
72,7,5,9,392. Japan,1. Male,.431689,.308227
56,7,5,5,392. Japan,1. Male,.459417,.444097
44,University level,competition is good,9,392. Japan,1. Male,.386667,.345167
43,6,5,6,392. Japan,1. Male,.553611,.495741
24,7,2,3,392. Japan,1. Male,.650833,.694028
67,3,competition is good,5,392. Japan,2. Female,.373333,.454074
33,7,2,3,392. Japan,1. Male,.347991,.563843
41,7,9,5,392. Japan,2. Female,.504162,.581389
31,University level,4,5,392. Japan,2. Female,.587664,.656158
64,7,3,6,392. Japan,2. Female,.400556,.517685
74,6,5,5,392. Japan,1. Male,.6936909999999999,.418056
64,University level,4,6,392. Japan,1. Male,.400833,.368843
68,University level,3,5,392. Japan,1. Male,.400833,.433658
61,University level,2,6,392. Japan,1. Male,.401389,.484861
71,7,4,7,392. Japan,2. Female,.346944,.295602
73,University level,5,3,392. Japan,1. Male,.47375,.661125
64,7,8,7,392. Japan,2. Female,.38355,.347834
68,5,4,7,392. Japan,1. Male,.276389,.503834
71,7,competition is good,5,392. Japan,1. Male,.18,.602917
44,University level,6,6,392. Japan,1. Male,.546107,.7537970000000001
60,7,3,6,392. Japan,2. Female,.29,.45132
64,University level,4,4,392. Japan,1. Male,.309958,.319028
21,University level,5,left,392. Japan,2. Female,.553889,.611111
58,7,4,5,392. Japan,2. Female,.41098,.597593
30,7,2,4,392. Japan,1. Male,.2625,.431836
35,7,competition is harmful,6,392. Japan,2. Female,.352083,.546489
25,7,competition is good,3,392. Japan,1. Male,.303889,.415798
65,7,2,9,392. Japan,2. Female,.262778,.373472
73,7,5,right,392. Japan,1. Male,.235,.358047
72,7,3,4,392. Japan,2. Female,.373333,.485833
32,University level,5,6,392. Japan,1. Male,.3175,.699444
73,7,5,6,392. Japan,2. Female,.414722,.673125
76,7,8,8,392. Japan,1. Male,.234445,.383148
73,University level,8,left,392. Japan,1. Male,.831667,.841482
62,University level,3,5,392. Japan,2. Female,.331389,.555926
70,7,3,6,392. Japan,1. Male,.359722,.567218
49,7,3,5,392. Japan,2. Female,.428333,.332222
76,7,8,5,392. Japan,1. Male,.309333,.419769
66,7,4,5,392. Japan,2. Female,.539444,.61926
51,7,3,6,392. Japan,2. Female,.2625,.389639
51,7,6,6,392. Japan,1. Male,.745304,.450278
34,7,4,7,392. Japan,1. Male,.318611,.549926
32,University level,4,6,392. Japan,2. Female,.442222,.64525
26,University level,5,3,392. Japan,2. Female,.456111,.74963
77,7,competition is good,right,392. Japan,1. Male,.355818,.330991
57,5,5,5,392. Japan,2. Female,.48267,.351019
30,University level,3,5,392. Japan,2. Female,.364958,.60088
29,7,competition is good,7,392. Japan,2. Female,.235,.424954
32,5,5,3,392. Japan,1. Male,.447458,.450768
52,5,4,7,392. Japan,1. Male,.442222,.387222
66,5,competition is good,7,392. Japan,2. Female,.293472,.428611
18,University level,6,7,392. Japan,1. Male,.373333,.491111
18,University level,2,6,392. Japan,1. Male,.566667,.410787
18,7,6,8,392. Japan,1. Male,.547444,.4535
18,University level,6,8,392. Japan,1. Male,.69944,.465829
18,7,6,5,392. Japan,2. Female,.429167,.463079
19,7,5,5,392. Japan,1. Male,.501833,.660648
19,University level,3,3,392. Japan,1. Male,.498056,.73652
19,6,5,5,392. Japan,2. Female,.671333,.599347
19,7,4,4,392. Japan,2. Female,.5236229999999999,.606333
18,7,3,4,392. Japan,1. Male,.318333,.665339
18,7,4,6,392. Japan,2. Female,.481998,.262917
18,7,5,7,392. Japan,1. Male,.835166,.401248
19,University level,4,5,392. Japan,2. Female,.340498,.752234
18,University level,competition is good,5,392. Japan,1. Male,.439917,.640733
18,3,4,4,392. Japan,1. Male,.521241,.6325229999999999
19,University level,3,left,392. Japan,1. Male,.603917,.73963
19,5,3,6,392. Japan,2. Female,.6682129999999999,.556481
19,University level,competition is good,7,392. Japan,1. Male,.299166,.495829
19,University level,3,5,392. Japan,1. Male,.7741980000000001,.790555
50,University level,8,3,528. Netherlands,1. Male,.531978,.749167
37,University level,competition is good,7,528. Netherlands,1. Male,.6925,.848148
73,3,6,7,528. Netherlands,2. Female,.303611,.38
59,4,6,5,528. Netherlands,2. Female,.305,.646204
69,3,7,2,528. Netherlands,2. Female,.636667,.810185
63,2,7,6,528. Netherlands,2. Female,.496667,.690602
36,8,competition is harmful,9,528. Netherlands,2. Female,.650833,.621713
69,7,6,6,528. Netherlands,2. Female,.44119,.607885
67,University level,4,4,528. Netherlands,2. Female,.233889,.48925
62,8,3,7,528. Netherlands,2. Female,.581389,.8325
61,5,3,6,528. Netherlands,2. Female,.206667,.717963
33,University level,5,9,528. Netherlands,2. Female,.5125,.916667
52,8,5,4,528. Netherlands,2. Female,.594167,.714167
57,4,4,5,528. Netherlands,1. Male,.403415,.566157
34,8,3,3,528. Netherlands,2. Female,.372778,.625926
58,4,5,6,528. Netherlands,2. Female,.316945,.639676
62,4,4,6,528. Netherlands,1. Male,.275556,.421667
40,5,7,6,528. Netherlands,1. Male,.429167,.581806
38,5,3,6,528. Netherlands,2. Female,.623611,.599583
36,8,5,4,528. Netherlands,2. Female,.426415,.7537970000000001
68,4,6,6,528. Netherlands,2. Female,.456111,.6749540000000001
72,4,2,6,528. Netherlands,2. Female,.318334,.613796
45,University level,6,2,528. Netherlands,1. Male,.636667,.814398
70,6,5,3,528. Netherlands,2. Female,.5675,.853056
70,8,7,7,528. Netherlands,2. Female,.539167,.777361
75,5,3,7,528. Netherlands,1. Male,.417329,.480055
23,4,4,8,528. Netherlands,2. Female,.331667,.465926
62,3,5,2,528. Netherlands,1. Male,.428611,.667037
70,8,3,7,528. Netherlands,2. Female,.318165,.816713
45,6,7,4,528. Netherlands,2. Female,.470833,.530018
62,University level,6,5,528. Netherlands,1. Male,.734167,.843796
90,5,8,5,528. Netherlands,1. Male,.359167,.369259
25,University level,7,2,528. Netherlands,2. Female,.567222,.832917
18,University level,4,5,528. Netherlands,1. Male,.595,.604954
42,6,4,8,528. Netherlands,1. Male,.664722,.5475
66,4,2,7,528. Netherlands,2. Female,.370304,.403704
35,8,7,8,528. Netherlands,1. Male,.6375,.7118989999999999
67,5,5,4,528. Netherlands,1. Male,.456667,.953148
64,4,5,4,528. Netherlands,1. Male,.330833,.692259
67,4,competition is good,4,528. Netherlands,2. Female,.383358,.68704
67,No formal education,5,5,528. Netherlands,2. Female,.151389,.289709
27,8,6,5,528. Netherlands,2. Female,.56967,.5670190000000001
74,3,competition is good,6,528. Netherlands,2. Female,.307721,.639676
68,5,6,4,528. Netherlands,2. Female,.373611,.609167
66,4,5,6,528. Netherlands,2. Female,.220556,.749167
46,8,4,6,528. Netherlands,1. Male,.383,.66338
19,6,5,6,528. Netherlands,2. Female,.734167,.50845
33,5,5,5,528. Netherlands,2. Female,.552778,.577792
81,8,6,4,528. Netherlands,1. Male,.452484,.616945
60,8,3,2,528. Netherlands,2. Female,.345278,.910648
55,No formal education,5,6,528. Netherlands,2. Female,.6225000000000001,.450278
56,6,3,5,528. Netherlands,1. Male,.289167,.755
50,5,9,left,528. Netherlands,2. Female,.693611,.770834
73,6,5,5,528. Netherlands,1. Male,.316945,.635741
51,3,5,8,528. Netherlands,1. Male,.178889,.318334
62,5,6,8,528. Netherlands,1. Male,.414167,.486759
65,5,8,2,528. Netherlands,2. Female,.384471,.711852
56,University level,4,6,528. Netherlands,2. Female,.261945,.276667
22,4,8,6,528. Netherlands,2. Female,.498333,.630972
80,4,7,8,528. Netherlands,1. Male,.178889,.51369
42,4,7,3,528. Netherlands,2. Female,.553333,.755
55,4,3,5,528. Netherlands,2. Female,.373611,.594907
38,6,4,7,528. Netherlands,1. Male,.498333,.480232
62,8,competition is good,5,528. Netherlands,2. Female,.445631,.655093
66,4,6,4,528. Netherlands,2. Female,.538334,.673982
68,University level,3,4,528. Netherlands,1. Male,.456667,.776667
57,University level,4,5,528. Netherlands,1. Male,.3325,.7106479999999999
39,University level,3,8,528. Netherlands,1. Male,.415833,.583333
70,6,3,5,528. Netherlands,2. Female,.651667,.849907
63,University level,5,4,528. Netherlands,1. Male,.789167,.918982
52,4,4,5,528. Netherlands,1. Male,.248333,.451329
58,3,6,left,528. Netherlands,1. Male,.468978,.236211
28,8,5,8,528. Netherlands,1. Male,.470833,.474042
56,8,4,8,528. Netherlands,1. Male,.4425,.651806
72,8,5,7,528. Netherlands,1. Male,.234722,.544773
78,5,3,6,528. Netherlands,2. Female,.261667,.780463
61,4,5,3,528. Netherlands,2. Female,.193333,.587963
36,5,4,5,528. Netherlands,2. Female,.525833,.7211109999999999
45,8,6,7,528. Netherlands,1. Male,.568056,.626977
66,University level,4,4,528. Netherlands,2. Female,.581667,.786482
53,3,3,6,528. Netherlands,2. Female,.386667,.314333
59,8,3,8,528. Netherlands,1. Male,.193333,.650046
60,4,3,5,528. Netherlands,2. Female,.342206,.776667
27,University level,4,5,528. Netherlands,1. Male,.733334,.716065
81,4,4,5,528. Netherlands,1. Male,.414722,.423125
19,7,3,4,528. Netherlands,1. Male,.526111,.7975
83,4,4,7,528. Netherlands,2. Female,.261389,.339445
46,6,4,6,528. Netherlands,2. Female,.47188,.644
48,5,8,2,528. Netherlands,1. Male,.526666,.7075
69,University level,5,5,528. Netherlands,1. Male,.410448,.419352
73,8,6,2,528. Netherlands,2. Female,.2944,.873611
53,5,4,7,528. Netherlands,1. Male,.511945,.591482
49,3,3,3,528. Netherlands,2. Female,.384192,.679602
35,8,5,3,528. Netherlands,2. Female,.3875,.677269
